index_from,spotifyId_from,trackName_from,artistName_from,releaseDate_from,geniusId_from,geniusTrackName_from,geniusArtistName_from,geniusReleaseDate_from,trackLanguage_from,from_genius_id,to_genius_id,type,index_to,spotifyId_to,trackName_to,artistName_to,releaseDate_to,geniusId_to,geniusTrackName_to,geniusArtistName_to,geniusReleaseDate_to,trackLanguage_to
173.0,spotify:track:3RKjTYlQrtLXCq5ncswBPp,"Hey, Mickey!",Baby Tate,2016-09-27,3622005,"Hey, Mickey!",Baby Tate,2016-09-27,en,3622005,374662,interpolates,,,,,,374662,Mickey,Toni Basil,1982-04-01,
182.0,spotify:track:0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,Ice Spice,2023-01-06,8661544,​In Ha Mood,Ice Spice,2022-12-25,en,8661544,9274371,samples,,,,,,9274371,ELX CV2 Song Starter Sun Comes Up 90 Cm,Fabian Mazur,2020-01-01,
182.0,spotify:track:0yUaLqhsVsguBpoOPL4cO7,In Ha Mood,Ice Spice,2023-01-06,8661544,​In Ha Mood,Ice Spice,2022-12-25,en,8661544,8005149,interpolates,,,,,,8005149,Euphoric,Ice Spice,2022-05-06,
192.0,spotify:track:2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,2018-12-21,4155494,a lot,21 Savage,2018-12-21,en,4155494,4180627,samples,,,,,,4180627,I Love You,East of Underground,1971-01-01,
192.0,spotify:track:2t8yVaLvJ0RenpXUIAC52d,a lot,21 Savage,2018-12-21,4155494,a lot,21 Savage,2018-12-21,en,4155494,2887468,interpolates,,,,,,2887468,Litty,Meek Mill (Ft. Tory Lanez),2016-10-27,
198.0,spotify:track:1W24W6jQegnNh0x5DfBBPT,The Grinch,Trippie Redd,2019-11-22,4939584,The Grinch,Trippie Redd,2019-11-22,en,4939584,3069158,interpolates,,,,,,3069158,Poles 1469,Trippie Redd & 6ix9ine,2017-04-27,
198.0,spotify:track:1W24W6jQegnNh0x5DfBBPT,The Grinch,Trippie Redd,2019-11-22,4939584,The Grinch,Trippie Redd,2019-11-22,en,4939584,4635660,interpolates,,,,,,4635660,Drip & Ice,Goonew,2019-06-15,
7.0,spotify:track:6iJUSrA6XoX4FNLGPqzHOv,Martin's Sofa,Headie One,2023-01-19,8513887,Martin’s Sofa,Headie One,2023-01-19,en,8513887,173362,samples,,,,,,173362,Palm Trees,Flatbush Zombies,2013-01-01,
7.0,spotify:track:6iJUSrA6XoX4FNLGPqzHOv,Martin's Sofa,Headie One,2023-01-19,8513887,Martin’s Sofa,Headie One,2023-01-19,en,8513887,728814,samples,,,,,,728814,Trap Niggas,Future,2015-03-21,
158.0,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-27,6131378,Prisoner,Miley Cyrus,2020-11-19,en,6131378,6551265,interpolates,,,,,,6551265,Prisoner (Demo),Shawn Mendes,2021-03-01,
158.0,spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Miley Cyrus,2020-11-27,6131378,Prisoner,Miley Cyrus,2020-11-19,en,6131378,607314,interpolates,,,,,,607314,Physical,Olivia Newton-John,1981-09-28,
190.0,spotify:track:4lLtanYk6tkMvooU0tWzG8,Grenade,Bruno Mars,2010-05-11,58988,Grenade,Bruno Mars,2010-09-28,en,58988,5828855,interpolates,,,,,,5828855,Handgrenade,Fires of Roam,,
195.0,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,2010-05-11,724006,Just the Way You Are,Bruno Mars,2010-07-20,en,724006,1995567,samples,,,,,,1995567,Who Says,Dave Days,,
172.0,spotify:track:5c2HadbVTsMKjja4gohEFI,Maman ne le sait pas (feat. Niska),Ninho,2019-03-22,4343705,Maman ne le sait pas,Ninho,2019-03-22,fr,4343705,3709290,interpolates,,,,,,3709290,Habitué,Dosseh,2018-05-11,
172.0,spotify:track:5c2HadbVTsMKjja4gohEFI,Maman ne le sait pas (feat. Niska),Ninho,2019-03-22,4343705,Maman ne le sait pas,Ninho,2019-03-22,fr,4343705,3220856,interpolates,,,,,,3220856,De l’autre côté,Ninho (Ft. Nekfeu),2017-09-08,
195.0,spotify:track:7LDq2cE0TQV66BXorbV8FD,Mwaka Moon,Kalash,2017-10-13,3242364,Mwaka Moon,Kalash,2017-10-06,fr,3242364,2597650,interpolates,,,,,,2597650,VAGABOND,Damso,2014-08-29,
7.0,spotify:track:0fNYJMvRcSBEC4zK3SClpK,Weisse Orchideen,Samra,2023-01-20,8692081,Weiße Orchideen,Samra,2023-01-20,en,8692081,71518,samples,,,,,,71518,Payphone,Maroon 5 (Ft. Wiz Khalifa),2012-04-16,en
92.0,spotify:track:6jiJUAreoPdiUz6lQLRijY,Montparnasse,Kolja Goldstein,2023-04-20,8521277,Montparnasse,Kolja Goldstein,2023-01-19,de,8521277,8037591,interpolates,,,,,,8037591,Siedlung,HoodBlaq,2022-05-27,
139.0,spotify:track:2u8AXJyk8pICzj2wyPBL0b,2002,Sido,2019-09-26,4876732,2002,Sido & Apache 207,2019-09-27,de,4876732,521213,samples,,,,,,521213,Kanacks & Hools,Sido (Ft. Joe Rilla),2008-05-30,
10.0,spotify:track:5yocaqYG38qpSSxV1t0o3D,DAME,Quevedo,2023-01-20,8463823,DAME,Quevedo & Omar Montes,2023-01-20,es,8463823,7214551,interpolates,,,,,,7214551,Normal,Feid,2022-07-07,es
15.0,spotify:track:50naDXYjnGlLgrE7yUxsok,LISBOA,Quevedo,2023-01-20,8124910,LISBOA,Quevedo,2023-01-20,es,8124910,387695,interpolates,,,,,,387695,Dile,Don Omar,2003-06-17,es
16.0,spotify:track:6gN4xor5X60aNKrvyjMBPU,CUÉNTALE,Quevedo,2023-01-20,7980594,CUÉNTALE,Quevedo,2023-01-20,es,7980594,8742360,interpolates,,,,,,8742360,Cuéntale (Original Version),Quevedo,,
19.0,spotify:track:4YBgxy0sK4ykesIYuLldxz,ME FALTA ALGO,Quevedo,2023-01-20,8719684,ME FALTA ALGO,Quevedo,2023-01-20,es,8719684,3584563,interpolates,,,,,,3584563,Te Enamoraste de un G,Cruz Cafuné (Ft. Sholo Truth),2018-03-16,
78.0,spotify:track:1U6oVlu9LhCCj7mRfsomDp,Un Clásico,Ana Mena,2023-01-20,8720798,Un Clásico,Ana Mena,2023-01-20,es,8720798,5655692,interpolates,,,,,,5655692,Superclassico,Ernia,2020-06-19,it
45.0,spotify:track:2SiAcexM2p1yX6joESbehd,LLYLM,ROSALÍA,2023-01-27,8701915,LLYLM,ROSALÍA,2023-01-27,es,8701915,118904,interpolates,,,,,,118904,Take on Me,a-ha,1985-04-05,en
57.0,spotify:track:3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,Sam Smith,2023-01-27,8490754,I’m Not Here To Make Friends,Sam Smith,2023-01-27,en,8490754,1782059,interpolates,,,,,,1782059,All Around the World,Lisa Stansfield,1989-11-20,
57.0,spotify:track:3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,Sam Smith,2023-01-27,8490754,I’m Not Here To Make Friends,Sam Smith,2023-01-27,en,8490754,3897728,interpolates,,,,,,3897728,Promises,Calvin Harris & Sam Smith (Ft. Jessie Reyez),2018-08-17,
3.0,spotify:track:5pFKuNJdKLyMceZuopqVFF,L'Isola Delle Rose,BLANCO,2023-01-26,8764192,L’Isola Delle Rose,BLANCO,2023-01-27,it,8764192,8718975,samples,,,,,,8718975,Sad Past,Silent Partner,,
190.0,spotify:track:7EV3ONJpL7lmlQb75rlP2D,Nessuno,Sacky,2023-01-19,8735938,Nessuno,Sacky,2023-01-19,it,8735938,5397,samples,,,,,,5397,Lonely,Akon,2004-06-29,
5.0,spotify:track:0u8AMrMBM6S3YBDfPYwMfe,,,,3057010,Despacito (Remix),Luis Fonsi & Daddy Yankee,2017-04-17,es,3057010,3038088,interpolates,,,,,,3038088,Money Dance,"Dok2 (Ft. B-Free (비프리), Bryan Chase & Okasian (오케이션))",2017-03-28,
59.0,spotify:track:62L9AbfPmUm8gV578rxC51,Everything I Love,Morgan Wallen,2023-01-31,8779647,Everything I Love,Morgan Wallen,2023-01-31,en,8779647,1783318,interpolates,,,,,,1783318,Midnight Rider,The Allman Brothers Band,1970-09-23,
68.0,spotify:track:1rydhdFtKe2CRkiaVb7aGF,the BLACK seminole.,Lil Yachty,2023-01-27,8763573,the BLACK seminole.,Lil Yachty,2023-01-27,en,8763573,146443,samples,,,,,,146443,One of These Days,Pink Floyd,1971-10-31,
68.0,spotify:track:1rydhdFtKe2CRkiaVb7aGF,the BLACK seminole.,Lil Yachty,2023-01-27,8763573,the BLACK seminole.,Lil Yachty,2023-01-27,en,8763573,72118,samples,,,,,,72118,Speak to Me,Pink Floyd,1973-03-01,
68.0,spotify:track:1rydhdFtKe2CRkiaVb7aGF,the BLACK seminole.,Lil Yachty,2023-01-27,8763573,the BLACK seminole.,Lil Yachty,2023-01-27,en,8763573,8344739,interpolates,,,,,,8344739,Poland,Lil Yachty,2022-10-04,
68.0,spotify:track:1rydhdFtKe2CRkiaVb7aGF,the BLACK seminole.,Lil Yachty,2023-01-27,8763573,the BLACK seminole.,Lil Yachty,2023-01-27,en,8763573,65489,interpolates,,,,,,65489,Comfortably Numb,Pink Floyd,1979-11-30,
68.0,spotify:track:1rydhdFtKe2CRkiaVb7aGF,the BLACK seminole.,Lil Yachty,2023-01-27,8763573,the BLACK seminole.,Lil Yachty,2023-01-27,en,8763573,65315,interpolates,,,,,,65315,Purple Haze,The Jimi Hendrix Experience,1967-03-17,
156.0,spotify:track:04HeNxRRVjcwctfp2K2kMu,the ride-,Lil Yachty,2023-01-27,8763574,​the ride-,Lil Yachty,2023-01-27,en,8763574,5175450,samples,,,,,,5175450,Instant Destiny,Tame Impala,2020-02-14,
156.0,spotify:track:04HeNxRRVjcwctfp2K2kMu,the ride-,Lil Yachty,2023-01-27,8763574,​the ride-,Lil Yachty,2023-01-27,en,8763574,6137952,samples,,,,,,6137952,Cruel Joke,Jam City,,
156.0,spotify:track:04HeNxRRVjcwctfp2K2kMu,the ride-,Lil Yachty,2023-01-27,8763574,​the ride-,Lil Yachty,2023-01-27,en,8763574,5427,interpolates,,,,,,5427,Superfast Jellyfish,Gorillaz (Ft. De La Soul & Gruff Rhys),2010-03-03,
156.0,spotify:track:04HeNxRRVjcwctfp2K2kMu,the ride-,Lil Yachty,2023-01-27,8763574,​the ride-,Lil Yachty,2023-01-27,en,8763574,6372028,interpolates,,,,,,6372028,Rooting For You,Teezo Touchdown,2020-10-07,
162.0,spotify:track:6clDsO8HwhHEgJDDp88VdL,Two Tens (feat. Anderson .Paak),Cordae,2023-01-25,5457554,Two Tens,Cordae,2023-01-25,en,5457554,4708314,interpolates,,,,,,4708314,RNP,Cordae (Ft. Anderson .Paak),2019-07-23,
179.0,spotify:track:6vDyzD9o8aYhR1963oJpkO,pRETTy,Lil Yachty,2023-01-27,8763575,​pRETTy,Lil Yachty,2023-01-27,en,8763575,8344739,samples,,,,,,8344739,Poland,Lil Yachty,2022-10-04,
179.0,spotify:track:6vDyzD9o8aYhR1963oJpkO,pRETTy,Lil Yachty,2023-01-27,8763575,​pRETTy,Lil Yachty,2023-01-27,en,8763575,1873008,interpolates,,,,,,1873008,L$D,A$AP Rocky,2015-05-19,
180.0,spotify:track:7FAFkQQZFeNwOFzTrSDFIh,The Spins,Mac Miller,2010-08-13,1850,The Spins,Mac Miller & Empire of the Sun,2010-08-13,en,1850,1190578,samples,,,,,,1190578,Half Mast,Empire of the Sun,2008-10-03,
183.0,spotify:track:7zy7iE31dGO70ShMXghsfj,running out of time,Lil Yachty,2023-01-27,8763510,​running out of time,Lil Yachty,2023-01-27,en,8763510,1689244,samples,,,,,,1689244,Throwdown,André 3000,2005-08-23,
183.0,spotify:track:7zy7iE31dGO70ShMXghsfj,running out of time,Lil Yachty,2023-01-27,8763510,​running out of time,Lil Yachty,2023-01-27,en,8763510,8105406,samples,,,,,,8105406,Mercury,Steve Lacy,2022-06-16,
183.0,spotify:track:7zy7iE31dGO70ShMXghsfj,running out of time,Lil Yachty,2023-01-27,8763510,​running out of time,Lil Yachty,2023-01-27,en,8763510,370508,samples,,,,,,370508,Hunter,Pharrell Williams,2014-03-03,
183.0,spotify:track:7zy7iE31dGO70ShMXghsfj,running out of time,Lil Yachty,2023-01-27,8763510,​running out of time,Lil Yachty,2023-01-27,en,8763510,386138,samples,,,,,,386138,Buckle Down,Red Hot Chili Peppers,1984-08-10,
183.0,spotify:track:7zy7iE31dGO70ShMXghsfj,running out of time,Lil Yachty,2023-01-27,8763510,​running out of time,Lil Yachty,2023-01-27,en,8763510,5353419,interpolates,,,,,,5353419,Time,Childish Gambino (Ft. Ariana Grande),2020-03-15,
183.0,spotify:track:7zy7iE31dGO70ShMXghsfj,running out of time,Lil Yachty,2023-01-27,8763510,​running out of time,Lil Yachty,2023-01-27,en,8763510,4544031,interpolates,,,,,,4544031,I THINK,"Tyler, The Creator",2019-05-17,
199.0,spotify:track:6luBKkFUt5wTwz7hpLhp12,drive ME crazy!,Lil Yachty,2023-01-27,8763512,​​​drive ME crazy!,Lil Yachty,2023-01-27,en,8763512,7554838,samples,,,,,,7554838,Out of Time,The Weeknd,2022-01-07,
110.0,spotify:track:4TaS4giQQK01vKzBB40AEY,Us Against the World,Strandz,2022-11-10,8543487,Us Against The World,Strandz,2022-11-10,en,8543487,813711,samples,,,,,,813711,Who’s Gonna Take the Blame,Smokey Robinson & The Miracles,1970-01-01,
7.0,spotify:track:4serT1J6lu8eTsMMG9VhF8,Cadeau (feat. Tiakola),Aya Nakamura,2023-01-27,8706227,Cadeau,Aya Nakamura,2023-01-27,fr,8706227,3604175,interpolates,,,,,,3604175,Cadeau (2018),Aya Nakamura (Ft. Naza),2018-04-20,
35.0,spotify:track:0jHBAPWVAZIwW67hg0XHnh,SMS,Aya Nakamura,2023-01-27,8595972,SMS,Aya Nakamura,2022-12-01,fr,8595972,1685209,samples,,,,,,1685209,Mon soleil,Princess Lover,2003-01-01,
60.0,spotify:track:4Uz9uTnqgM0xjZpY9wb8ym,Corazon,Aya Nakamura,2023-01-27,8706126,Corazon,Aya Nakamura,2023-01-26,fr,8706126,6134127,interpolates,,,,,,6134127,Préféré,Aya Nakamura (Ft. OBOY),2020-11-13,
75.0,spotify:track:5bf3qVyRtIpk4Ym3JHalWk,Beleck,Aya Nakamura,2023-01-27,8706129,Beleck,Aya Nakamura,2023-01-26,fr,8706129,3632242,interpolates,,,,,,3632242,Djadja,Aya Nakamura,2018-04-06,fr
119.0,spotify:track:1kVQzCxcSVhqf4rLJyGk50,APRÈS VOUS MADAME,GIMS,2022-12-02,8555109,APRÈS-VOUS MADAME,GIMS,2022-11-25,fr,8555109,495107,samples,,,,,,495107,La foule,Édith Piaf,1957-01-01,
199.0,spotify:track:3gVhsZtseYtY1fMuyYq06F,Sonne,Rammstein,2001-04-02,64576,Sonne,Rammstein,2001-02-09,de,64576,87577,interpolates,,,,,,87577,Here Comes the Sun,The Beatles,1969-09-26,en
26.0,spotify:track:4uVEdikP5eLUy8Dq6gjiPV,PANTIES Y BRASIERES,Rauw Alejandro,2023-01-24,8535472,PANTIES Y BRASIERES,Rauw Alejandro & Daddy Yankee,2023-01-26,es,8535472,7464551,samples,,,,,,7464551,Camouflage,Daddy Yankee,1996-03-05,
26.0,spotify:track:4uVEdikP5eLUy8Dq6gjiPV,PANTIES Y BRASIERES,Rauw Alejandro,2023-01-24,8535472,PANTIES Y BRASIERES,Rauw Alejandro & Daddy Yankee,2023-01-26,es,8535472,3317482,interpolates,,,,,,3317482,En La Cama,Nicky Jam (Ft. Daddy Yankee),2001-12-04,
26.0,spotify:track:4uVEdikP5eLUy8Dq6gjiPV,PANTIES Y BRASIERES,Rauw Alejandro,2023-01-24,8535472,PANTIES Y BRASIERES,Rauw Alejandro & Daddy Yankee,2023-01-26,es,8535472,4175,interpolates,,,,,,4175,Rompe,Daddy Yankee,2005-09-30,
140.0,spotify:track:31jtlGwefCdtqNOSpLq82U,Polaris,SAIKO,2022-08-26,8240927,Polaris,SAIKO & Came Beats,2022-08-26,es,8240927,7802828,interpolates,,,,,,7802828,Ferxxo 100,Feid,2022-06-03,es
187.0,spotify:track:7xX3wvvcZvxGCa06KlgTCp,Tú,Myke Towers,2020-01-24,5199814,Tú,Myke Towers,2020-01-24,es,5199814,410195,samples,,,,,,410195,Me Gustas Tu,Manu Chao,2000-01-01,es
9.0,spotify:track:5mHdCZtVyb4DcJw8799hZp,Escapism.,RAYE,2023-02-03,8427758,Escapism.,RAYE & 070 Shake,2022-10-12,en,8427758,24543,interpolates,,,,,,24543,Money Ain’t a Thang,Jermaine Dupri (Ft. JAY-Z),1998-09-29,
199.0,spotify:track:4UGqAW9i7NtE5mW9xzm6yk,PUNTO 40,Rauw Alejandro,2023-01-24,8400037,PUNTO 40,Rauw Alejandro & Baby Rasta,2022-09-22,es,8400037,7494813,samples,,,,,,7494813,Tengo Una Punto 40,Baby Rasta y Gringo,1996-01-01,
199.0,spotify:track:4UGqAW9i7NtE5mW9xzm6yk,PUNTO 40,Rauw Alejandro,2023-01-24,8400037,PUNTO 40,Rauw Alejandro & Baby Rasta,2022-09-22,es,8400037,7494813,interpolates,,,,,,7494813,Tengo Una Punto 40,Baby Rasta y Gringo,1996-01-01,
68.0,spotify:track:6ZeuLKwFxg10M4DhJPBjNm,ME STAJE APPENNENN' AMÒ,LIBERATO,2019-05-09,3452993,ME STAJE APPENNENN’ AMÒ,LIBERATO,2018-01-20,it,3452993,4999,samples,,,,,,4999,Think (About It),Lyn Collins,1972-05-05,
188.0,spotify:track:0F5L21B9FbT2Y9AM2OnCgE,Hur mycket? (pengar vill du ha),Hov1,2021-10-01,7245399,Hur mycket? (pengar vill du ha),Hov1,2021-10-01,sv,7245399,4155494,interpolates,,,,,,4155494,a lot,21 Savage (Ft. J. Cole),2018-12-21,en
136.0,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,Kendrick Lamar,2017-04-14,3047138,PRIDE.,Kendrick Lamar,2017-04-14,en,3047138,100695,samples,,,,,,100695,Echoes,Pink Floyd,1971-10-30,
136.0,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,Kendrick Lamar,2017-04-14,3047138,PRIDE.,Kendrick Lamar,2017-04-14,en,3047138,3032843,samples,,,,,,3032843,The Heart Part 4,Kendrick Lamar,2017-03-23,
136.0,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,Kendrick Lamar,2017-04-14,3047138,PRIDE.,Kendrick Lamar,2017-04-14,en,3047138,7463354,interpolates,,,,,,7463354,Wasn’t There,Anna Wise,2020-05-01,
136.0,spotify:track:6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,Kendrick Lamar,2017-04-14,3047138,PRIDE.,Kendrick Lamar,2017-04-14,en,3047138,3302870,interpolates,,,,,,3302870,PRIDE. (Demo),Steve Lacy,2017-07-01,
160.0,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,Watch The World Burn,Falling In Reverse,2023-01-31,8781485,Watch the World Burn,Falling In Reverse,2023-01-31,en,8781485,703741,interpolates,,,,,,703741,Energy,Drake,2015-02-13,
160.0,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,Watch The World Burn,Falling In Reverse,2023-01-31,8781485,Watch the World Burn,Falling In Reverse,2023-01-31,en,8781485,703741,interpolates,,,,,,703741,Energy,Drake & Drake,2015-02-13,
160.0,spotify:track:4CiVz4bw7X1zjCaJ5ZwxUS,Watch The World Burn,Falling In Reverse,2023-01-31,8781485,Watch the World Burn,Falling In Reverse,2023-01-31,en,8781485,4087710,interpolates,,,,,,4087710,"What Up, Earth?",Ronnie Radke,2013-07-27,
183.0,spotify:track:6bnF93Rx87YqUBLSgjiMU8,Heartless,The Weeknd,2020-03-20,5053007,Heartless,The Weeknd,2019-11-27,en,5053007,3209334,interpolates,,,,,,3209334,UnFazed,Lil Uzi Vert (Ft. The Weeknd),2017-08-25,
183.0,spotify:track:6bnF93Rx87YqUBLSgjiMU8,Heartless,The Weeknd,2020-03-20,5053007,Heartless,The Weeknd,2019-11-27,en,5053007,54472,interpolates,,,,,,54472,Gone,The Weeknd,2011-08-18,
183.0,spotify:track:6bnF93Rx87YqUBLSgjiMU8,Heartless,The Weeknd,2020-03-20,5053007,Heartless,The Weeknd,2019-11-27,en,5053007,2396302,interpolates,,,,,,2396302,Low Life,Future (Ft. The Weeknd),2015-12-25,en
194.0,spotify:track:2XHzzp1j4IfTNp1FTn7YFg,Love Me,Lil Wayne,2013-01-01,105686,Love Me,Lil Wayne,2013-01-18,en,105686,32810,interpolates,,,,,,32810,Are You That Somebody?,Aaliyah (Ft. Timbaland),1998-05-26,
197.0,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,2011-09-27,51110,Work Out,J. Cole,2011-06-15,en,51110,7682024,samples,,,,,,7682024,The Eight Day Week,Melvin Van Peebles,1972-01-01,
197.0,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,2011-09-27,51110,Work Out,J. Cole,2011-06-15,en,51110,1320,samples,,,,,,1320,The New Workout Plan,Kanye West,2004-08-31,
197.0,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,2011-09-27,51110,Work Out,J. Cole,2011-06-15,en,51110,51112,interpolates,,,,,,51112,Straight Up,Paula Abdul,1988-11-22,
197.0,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,2011-09-27,51110,Work Out,J. Cole,2011-06-15,en,51110,1943,interpolates,,,,,,1943,You Got It,J. Cole (Ft. Wale),2010-11-12,
197.0,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,Work Out,J. Cole,2011-09-27,51110,Work Out,J. Cole,2011-06-15,en,51110,4634,interpolates,,,,,,4634,Vivrant Thing,Q-Tip,1999-08-04,
108.0,spotify:track:1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remaster,Blur,1997-02-10,1463,Song 2,Blur,1997-02-10,en,1463,52968,interpolates,,,,,,52968,Smells Like Teen Spirit,Nirvana,1991-09-10,en
182.0,spotify:track:2F0dCzhF9W1tcXwXu99m28,Oh Baby (feat. bshp & Issey Cross),Nathan Dawe,2023-02-03,8793215,Oh Baby,Nathan Dawe & Bru-C,2023-02-03,en,8793215,2011127,samples,,,,,,2011127,Au seve,Julio Bashmore,,
198.0,spotify:track:7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,1997-03-04,1517,Hypnotize,The Notorious B.I.G.,1997-03-02,en,1517,1832231,samples,,,,,,1832231,Rise,Herb Alpert,1979-09-01,
198.0,spotify:track:7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,1997-03-04,1517,Hypnotize,The Notorious B.I.G.,1997-03-02,en,1517,1807,interpolates,,,,,,1807,La-Di-Da-Di,Doug E. Fresh & The Get Fresh Crew (Ft. Slick Rick),1985-08-13,
198.0,spotify:track:7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,1997-03-04,1517,Hypnotize,The Notorious B.I.G.,1997-03-02,en,1517,104954,interpolates,,,,,,104954,Da Doo Ron Ron,The Crystals,1963-01-01,
93.0,spotify:track:6iw75IfUDa6kLXCBewmvF2,Window,Lamin,2022-09-02,7947560,Window,Lamin,2022-04-29,da,7947560,852,interpolates,,,,,,852,Get Low,Lil Jon & The East Side Boyz (Ft. Ying Yang Twins),2002-10-08,
3.0,spotify:track:2nD4X3sHH2kZ1gWraTpe7u,TOUTE LA JOURNÉE (feat. Tiakola),Zola,2023-02-03,8778667,TOUTE LA JOURNÉE,Zola,2023-02-03,fr,8778667,6591973,interpolates,,,,,,6591973,No Scrubs,TLC,1999-02-02,en
166.0,spotify:track:3iYjUEMXpxiXUzKsLFuSNi,Diamant,Bonez MC,2022-09-08,8296152,Diamant,Bonez MC & RAF Camora,2022-09-09,de,8296152,2836149,interpolates,,,,,,2836149,Ciao Ciao,Bonez MC & RAF Camora,2016-09-09,
145.0,spotify:track:6J3kt4eAqRffh5lBuHJJSO,DE CAROLINA,Rauw Alejandro,2023-01-24,8535478,DE CAROLINA,Rauw Alejandro & Playero,2022-11-11,es,8535478,5487669,samples,,,,,,5487669,La Gente Sabe... / Ponme El Ritmo / Ex-Man / Si Pides Compi / La Musica Negra,Maicol y Manuel,1994-01-01,
146.0,spotify:track:4I4FFtKZLtyqw4he9pPtL7,Vida Gangster,Lauty Gram,2022-12-08,8845907,Vida Gangster,Lauty Gram,2022-12-08,es,8845907,4779329,interpolates,,,,,,4779329,"Yo x Ti, Tu x Mí",ROSALÍA & Ozuna,2019-08-15,
19.0,spotify:track:4fYte8ZvTK14NEhAOZocBi,I Ain't Worried,OneRepublic,2024-07-12,7967836,I Ain’t Worried,OneRepublic,2022-05-13,en,7967836,66259,samples,,,,,,66259,Young Folks,Peter Bjorn and John (Ft. Victoria Bergsman),2006-08-07,
32.0,spotify:track:373gDROnujxNTFa1FojYIl,Lost,Linkin Park,2023-02-10,6713449,Lost,Linkin Park,2023-02-10,en,6713449,5301990,interpolates,,,,,,5301990,The Wizard Song (Unreleased 2002 Demo),Linkin Park,2003-03-25,
32.0,spotify:track:373gDROnujxNTFa1FojYIl,Lost,Linkin Park,2023-02-10,6713449,Lost,Linkin Park,2023-02-10,en,6713449,8098351,interpolates,,,,,,8098351,Resolution,Linkin Park,2023-04-07,
58.0,spotify:track:2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,2008-06-02,1629,Umbrella,Rihanna,2007-03-29,en,1629,6475781,samples,,,,,,6475781,Vintage Funk Kit 03,Apple,2007-01-01,
58.0,spotify:track:2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,2008-06-02,1629,Umbrella,Rihanna,2007-03-29,en,1629,7715372,interpolates,,,,,,7715372,Umbrella (Demo),Rihanna (Ft. JAY-Z),2007-01-01,
58.0,spotify:track:2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,2008-06-02,1629,Umbrella,Rihanna,2007-03-29,en,1629,6928198,interpolates,,,,,,6928198,Umbrella,The-Dream,,
58.0,spotify:track:2yPoXCs7BSIUrucMdK5PzV,Umbrella,Rihanna,2008-06-02,1629,Umbrella,Rihanna,2007-03-29,en,1629,11315204,interpolates,,,,,,11315204,Umbrella,Britney Spears,2007-01-01,
69.0,spotify:track:5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,2016-01-28,2378935,Love on the Brain,Rihanna,2016-01-28,en,2378935,62037,samples,,,,,,62037,Wake Up Alone,Amy Winehouse,2006-12-19,
69.0,spotify:track:5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,2016-01-28,2378935,Love on the Brain,Rihanna,2016-01-28,en,2378935,783122,samples,,,,,,783122,For the Good Times,Al Green,1972-10-23,
69.0,spotify:track:5oO3drDxtziYU2H1X23ZIp,Love On The Brain,Rihanna,2016-01-28,2378935,Love on the Brain,Rihanna,2016-01-28,en,2378935,299152,samples,,,,,,299152,Superpower,Beyoncé (Ft. Frank Ocean),2013-12-13,
76.0,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Diamonds,Rihanna,2012-12-10,89794,Diamonds,Rihanna,2012-09-27,en,89794,6634556,interpolates,,,,,,6634556,Diamonds,Sia,,
89.0,spotify:track:1zhpW0PLYAhzF3X49GaAOX,,,,3057010,Despacito (Remix),Luis Fonsi & Daddy Yankee,2017-04-17,es,3057010,3038088,interpolates,,,,,,3038088,Money Dance,"Dok2 (Ft. B-Free (비프리), Bryan Chase & Okasian (오케이션))",2017-03-28,
