spotifyId,trackName,artistName,releaseDate,geniusId,geniusTrackName,geniusArtistName,geniusReleaseDate,trackLanguage
spotify:track:36EFgeHW1tOUyMAhZ6cjfD,CHIAGNE (feat. Lazza & Takagi & Ketra),Geolier,2022-10-28,8498335,CHIAGNE,Geolier (Ft. Lazza & Takagi & Ketra),2022-10-28,pl
spotify:track:1EOTrGOcrCwTG1nhUnp0dV,MONEY,Geolier,2022-11-18,8557768,MONEY,Geolier,2022-11-18,en
spotify:track:65SQUmt3OT8puVhZDbaQYB,NESSUNO (Concertos),Lazza,2022-04-07,8616532,NESSUNO (Concertos),Lazza,2022-12-16,it
spotify:track:63udU8F2jbjyys9BpVgPdU,Rollie AP (feat. Pyrex & Slings),Shiva,2022-11-25,8581021,Rollie AP,Shiva (Ft. Pyrex (ITA) & Slings),2022-11-25,en
spotify:track:5KkcthkQDnlhQN0WhO8DsM,Bagno a mezzanotte,Elodie,2022-03-08,7762945,Bagno a mezzanotte,Elodie,2022-03-09,it
spotify:track:0dF60HV9whLaAmJSkFoPsG,ALIBI (Concertos),Lazza,2022-04-07,8616527,ALIBI (Concertos),Lazza,2022-12-16,it
spotify:track:0N8UI3JyFSif4lKWLbb0mL,PAMPAMPAMPAMPAMPAMPAMPAM,Irama,2022-07-01,8155626,PAMPAMPAMPAMPAMPAMPAMPAM,Irama,2022-06-01,it
spotify:track:7mFspLWTOXPrB5GCG5HYnV,MOLOTOV (Concertos),Lazza,2022-04-07,8616528,MOLOTOV (Concertos),Lazza,2022-12-16,it
spotify:track:15223sfwoQj4IAJL8GSnfO,Ritmo,Raffa Fl,2021-08-13,7982829,Ritmo,Raffa FL,2021-08-13,es
spotify:track:2Q1ICiLBk9lmLQz7GhMoWB,La zone (feat. Shiva),Rhove,2021-07-16,7009020,La Zone,Rhove (Ft. Shiva),2021-07-16,en
spotify:track:5BqUbKq9rCMrCkRtAiz8XA,Settimana Bianca,Il Pagante,2018-09-21,3956035,Settimana Bianca,Il Pagante,2018-09-21,it
spotify:track:1uXJYnCsXy2v50y0fDEEiV,LA CANZONE NOSTRA ⟁ ︎(con BLANCO & SALMO),MACE,2021-06-17,6345119,LA CANZONE NOSTRA ⟁,MACE (Ft. BLANCO & Salmo),2021-01-08,it
spotify:track:7Jgi200kgCNvAuZw2W8Nxq,Mi manchi,Paky,2022-10-21,7780518,Mi manchi,Paky,2022-03-11,it
spotify:track:3Hb9kUdm4yf839Fle4RIdT,Parado no Bailão,MC L da Vinte,2018-07-23,3924596,Parado no Bailão,MC L da Vinte & MC Gury,2018-07-23,pt
spotify:track:0z0IEbMRvIEjj9Iif4doxD,algo así (remix),paopao,2022-09-15,8386448,​algo así (remix),​​paopao & Mora,2022-09-15,es
spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,Envolver,Anitta,2022-04-12,7371142,Envolver,Anitta,2021-11-11,es
spotify:track:7ql2RUmAmj36tkMUNWo7MT,A Un Paso De La Luna,Ana Mena,2020-08-14,5865173,A Un Paso De La Luna,Rocco Hunt & Ana Mena,2020-08-14,es
spotify:track:6Bix1x2zJnlvuLr2Xb6CXf,DURO,Chris Jedi,2022-11-04,8464695,DURO,"Chris Jedi, Anuel AA & Gaby Music (Ft. Jenny ""La Sexy Voz"")",2022-11-03,es
spotify:track:72psvScOYelPAVpe9k1B9y,Ay Mamá,Rigoberta Bandini,2022-10-07,7475680,Ay Mamá,Rigoberta Bandini,2021-12-21,es
spotify:track:6D2TCm4nf5nxAcdGJ7w3QP,Qué Más Pues?,J Balvin,2021-09-10,6838492,Qué Más Pues?,J Balvin & Maria Becerra,2021-05-27,es
spotify:track:1dm6z1fWB0cErMszU25dy2,Después de la Playa,Bad Bunny,2022-05-06,7967968,Después de la Playa,Bad Bunny,2022-05-06,es
spotify:track:6c32C8T3KlXrbvWSoD5aON,EXPERIMENTO,Myke Towers,2021-09-23,7190332,Experimento,Myke Towers,2021-09-22,es
spotify:track:42GxezaZ2IsakhDi6a3rsp,Pelé,KG970,2022-06-17,8110299,PELÉ,KG970 & ElPatron970,2022-06-17,es
spotify:track:5h5TUj8pU2WhdSeJx9BnX2,Pelele,Morad,2021-12-24,7506096,Pelele,Morad,2021-12-24,es
spotify:track:71wFwRo8xGc4lrcyKwsvba,Callaita,Bad Bunny,2022-05-06,4589199,Callaita,Bad Bunny & Tainy,2019-05-31,es
spotify:track:6jcfITWcR5egvbD4fsGayr,Clap Your Hands,Kungs,2022-03-18,7712660,Clap Your Hands,Kungs,2022-02-18,en
spotify:track:3i8uGBwE0yzeVyuZjWdp8T,Secret,Louane,2022-12-09,8488001,Secret,Louane,2022-10-09,fr
spotify:track:6cWath96kzfqITDd6S0El8,emiliana,CKay,2022-09-23,7450003,​emiliana,CKay,2021-12-03,en
spotify:track:7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris,2018-04-06,3596108,One Kiss,Calvin Harris & Dua Lipa,2018-04-06,en
spotify:track:3F1P0QzdXtBz0MXy7KIO5w,Fever,Dua Lipa,2020-03-27,6065451,Fever,Dua Lipa & Angèle,2020-10-29,en
spotify:track:4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,2021-08-13,7076040,​abcdefu,GAYLE,2021-08-13,en
spotify:track:11G8CE8y5M0t3n0r7FrppK,La goffa Lolita,La petite culotte,2022-11-04,,,,,
spotify:track:2thqF2hKNMubZksfpRvuNF,Let It Rain Down (feat. PollyAnna),Alle Farben,2022-05-27,8354142,Let It Rain Down,Alle Farben (Ft. PollyAnna),2022-05-27,en
spotify:track:6VcBDMF2ykm5HDcJMVLRZW,Brooklyn,Glockenbach,2021-10-08,7267355,Brooklyn,Glockenbach (Ft. ClockClock),2021-10-08,en
spotify:track:3eJH2nAjvNXdmPfBkALiPZ,Acapulco,Jason Derulo,2021-09-03,7158720,Acapulco,Jason Derulo,2021-09-03,en
spotify:track:3sa06xVNmLLYIxdNNmVQN8,Where Did You Go? (feat. MNEK),Jax Jones,2022-02-04,7641652,Where Did You Go?,Jax Jones (Ft. MNEK),2022-02-04,en
spotify:track:3a0F2N6rXJSibQTp77xH4f,Ohne Benzin,Domiziana,2022-03-04,7763190,Ohne Benzin,Domiziana,2022-03-04,de
spotify:track:5u8Y0lAUlBLwuhpXSDUGf4,Rain In Ibiza,Felix Jaehn,2022-02-25,7718610,Rain In Ibiza,Felix Jaehn & The Stickmen Project (Ft. Calum Scott),2022-02-25,en
spotify:track:2Olt8sKVNmJ7WBuGbPvUuy,I Like,LUNAX,2022-06-10,8087788,I Like,LUNAX,2022-06-10,en
spotify:track:1vUOJpWc091SBYULNvz9mp,Alright (feat. KIDDO),Alle Farben,2021-09-17,7204266,Alright,Alle Farben (Ft. KIDDO (SWE)),2021-09-17,en
spotify:track:75UUG6x5zQe0gCVOiQpa6X,In The Dark,Purple Disco Machine,2022-03-04,7613011,In the Dark,Purple Disco Machine & Sophie and the Giants,2022-01-21,en
spotify:track:7dtsG7jnVL8UjwhO9XiILo,Macht,Samra,2022-12-16,8638649,Macht,Samra & AK AUSSERKONTROLLE,2022-12-16,de
spotify:track:0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,2008-03-17,20062,Low,Flo Rida (Ft. T-Pain),2007-10-09,en
spotify:track:1WCEAGGRD066z2Q89ObXTq,Crazy What Love Can Do,David Guetta,2022-04-08,7847535,Crazy What Love Can Do,"David Guetta, Becky Hill & Ella Henderson",2022-04-08,en
spotify:track:2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,2010-01-01,5807,Dynamite,Taio Cruz,2010-06-01,en
spotify:track:4h6UIDvGWTYZvu4BLf2GpO,Von Party zu Party,SXTN,2017-06-02,3054301,Von Party zu Party,SXTN,2017-05-19,de
spotify:track:1dzQoRqT5ucxXVaAhTcT0J,Just Dance,Lady Gaga,2008-01-01,51012,Just Dance,Lady Gaga (Ft. Colby O'Donis),2008-04-08,en
spotify:track:0JpEMzTHbt2zBIXrntrXzG,Young Right Now,Robin Schulz,2021-11-12,7380289,Young Right Now,Robin Schulz & Dennis Lloyd,2021-11-12,en
spotify:track:1LIvdWNdKmHvU0FJvw2diN,Big City Life,Luude,2022-06-16,8108803,Big City Life,Luude & Mattafix,2022-06-17,en
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,2021-01-15,6380777,Friday (Dopamine Re-Edit),Riton & Nightcrawlers (Ft. Hypeman & Mufasa),2021-01-15,en
spotify:track:3Oww84xrmgjyr5J1ilOmAf,Down Under (feat. Colin Hay),Luude,2021-11-19,7557195,Down Under,Luude (Ft. Colin Hay),2021-12-26,en
spotify:track:1NWxABVtF5MwCVU5IgpdHc,Internet,KLAN,2022-12-30,8682068,Internet,KLAN & Alligatoah,2022-12-30,de
spotify:track:39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,2022-08-12,8247964,B.O.T.A. (Baddest Of Them All) [Edit],Eliza Rose & Interplanetary Criminal,2022-06-15,en
spotify:track:73uKQq3MR30dUTBAlvvIFR,Time Out,Monet192,2022-12-16,8644087,Time Out,Monet192,2022-12-16,en
spotify:track:5LH1z4ma2TN2aVeESXthj9,Ding,Seeed,2005-10-14,436893,Ding,Seeed,2005-10-14,de
spotify:track:6ex1Pz3pntgy4NPtxHXN2V,Bad Habits,Ed Sheeran,2021-10-25,6820606,Bad Habits,Ed Sheeran,2021-06-25,en
spotify:track:6sirNLUKtMOZWOJuQUputH,PARA,Keta,2022-12-15,7628010,PARA,Keta,2022-12-15,it
spotify:track:7A4L0gD91GuKOf9rUOeH3U,PLAYA,Rondodasosa,2023-03-10,7485595,PLAYA,Rondodasosa,2022-11-04,pt
spotify:track:1WQxLQxEDMDwuaAmRXDHIw,PARE (feat. Madame),Ghali,2022-05-20,7973688,PARE,Ghali (Ft. Madame),2022-05-20,it
spotify:track:5X4mISo6fLNbc2cn6W38A7,Braquages,Nabi,2022-12-16,8639239,Braquages,Nabi,2022-12-16,it
spotify:track:1qvdspvSwXch9dKKV4lT3A,PIOVE (Concertos),Lazza,2022-04-07,8616529,PIOVE (Concertos),Lazza,2022-12-16,it
spotify:track:4cY6jnvEQaVxAiOQn2jN59,SENZA RUMORE (Concertos),Lazza,2022-04-07,8616531,SENZA RUMORE (Concertos),Lazza,2022-12-16,it
spotify:track:7Bz5B6hEU5TS145QYTfc3k,Suavemente,Soolking,2022-04-21,7727661,Suavemente,Soolking,2022-02-23,en
spotify:track:70TPpmAKLK49gcs58JqqWy,Blauer,Paky,2022-10-21,7632451,Blauer,Paky,2022-01-28,it
spotify:track:48yJi1ujkozgmtZIYr2Tev,AUDI (feat. Rhove & Capo Plaza),Sick Luke,2022-12-02,8593186,AUDI,Sick Luke (Ft. Capo Plaza & Rhove),2022-12-02,it
spotify:track:1laLs6CGimqWYgwnZelz8H,Caramello,Rocco Hunt,2021-11-05,8107786,Caramello,"Rocco Hunt, Elettra Lamborghini & Lola Indigo",2022-06-17,it
spotify:track:2oiixB9QMIzhWaHGVlQx4g,Yandel 150,Yandel,2022-12-20,8491840,Yandel 150,Yandel & Feid,2022-12-20,es
spotify:track:0aOt8nmb5ddTNGE0t7XfvE,3 Estrellas en el Conjunto,Bizarrap,2022-12-31,8680469,3 Estrellas en el Conjunto,Bizarrap & Duki (Ft. La T y La M),2022-12-31,es
spotify:track:1AWefrQG0I0OtvatTB01EZ,Pico y Pala,Munic HB,2022-09-28,8421050,Pico y Pala,Munic HB,2022-09-28,es
spotify:track:4Q1oBLFPK9R4eUHkNlihlF,506,Morat,2022-11-04,8325337,506,Morat & Juanes,2022-09-01,es
spotify:track:1797zYiX4cKosMH836X9Gt,La Corriente,Bad Bunny,2022-05-06,7967975,La Corriente,Bad Bunny & Tony Dize,2022-05-06,es
spotify:track:1QB4PhoYBGDwDoZ7xl5MaI,Hay Que Vivir El Momento,Manuel Carrasco,2022-11-24,8066319,Hay Que Vivir El Momento,Manuel Carrasco,2022-05-26,es
spotify:track:3yIyUQXF050PehHtbkgaDu,CASUALIDAD,Mora,2022-11-03,8523891,CASUALIDAD,Mora,2022-11-03,es
spotify:track:3KJ3opyV29269SXkPrc19l,120,Bad Bunny,2020-11-27,6211047,120,Bad Bunny,2020-11-27,es
spotify:track:6NSMQFKgjpQb0KkjMDYIK0,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcángel,2016-09-30,2871746,Tu No Vive Así,Arcángel & Bad Bunny (Ft. DJ Luian & Mambo Kingz),2016-10-01,es
spotify:track:6DdKVun3sEVCfyeSV1vTJI,Ma Came,Dertay,2024-02-08,8775254,Ma Came,Dertay,2022-12-09,fr
spotify:track:5vnnl9cnndbuWRj2BEUv9S,Béatrice,Caballero & JeanJass,2023-01-05,8661074,Béatrice,Caballero & JeanJass (Ft. So La Lune),2023-01-06,fr
spotify:track:3Kzo0UsdWRHPqsHlUKYmCE,+ de sous,Favé,2023-01-05,8702313,+ de sous,Favé (FRA) (Ft. Guy2Bezbar),2023-01-06,fr
spotify:track:0H5JKQ7qQ5MBeRSZSieZsM,Mauvais ordre,Lomepal,2022-09-15,8238699,Mauvais ordre,Lomepal,2022-09-16,fr
spotify:track:3pPN20syOYvbUuEiBpbenI,Million Dollar Baby,Ava Max,2023-01-27,8198566,Million Dollar Baby,Ava Max,2022-09-01,en
spotify:track:0l2C36tMNUSvunD0ECyNGQ,Fame,SDM,2022-12-02,8564608,Fame,SDM (Ft. Niska),2022-12-02,fr
spotify:track:3803TnTgCIn4rq6ZdEoPAl,La Kush,Lorenzo,2022-12-02,8501449,La Kush,Lorenzo (Ft. Tony Corrida),2022-10-28,fr
spotify:track:6YHji06k5DxaQgnYh3Za9y,Le Daron,Lorenzo,2022-12-02,8608522,Le daron,Lorenzo (Ft. Jean Dujardin & Vladimir Cauchemar),2022-12-02,en
spotify:track:6iFjnKoGLAuC24Doa7Z5b4,Le 100 le 100,Jul,2022-12-09,8610636,Le 100 le 100,JuL,2022-12-09,fr
spotify:track:5YbPxJwPfrj7uswNwoF1pJ,Last Last,Burna Boy,2022-07-07,7989684,Last Last,Burna Boy,2022-05-13,en
spotify:track:5Wgw0xELVgMedzUXhAxSui,Canette dans les mains,Jul,2022-12-09,8610638,Canette dans les mains,JuL,2022-12-09,fr
spotify:track:2rsXI0FAVX6fP70IvpwMcn,Bosseur (feat. Tiakola),Rsko,2022-12-14,8503014,Bosseur,Rsko (Ft. Tiakola),2022-12-15,fr
spotify:track:1TJNaHxRxYT9nBoNyt223S,Allez dehors,Fresh,2022-10-28,8318430,Allez dehors,Fresh (BEL) (Ft. Niska),2022-08-26,en
spotify:track:0WqcGZ1Qd1r1zIA1Os2l14,Rebenga,Bhk220,2022-11-23,8600987,Rebenga,Bhk220,2022-11-23,fr
spotify:track:6AH6xjU0eeQBD6v7ERqY7V,Yeah Hoe,badmómzjay,2022-12-31,8663435,Yeah Hoe,​badmómzjay,2022-12-31,en
spotify:track:3HihOJceOThzpsbAFCLq9p,,,2022-12-31,3057010,Despacito (Remix),Luis Fonsi & Daddy Yankee (Ft. Justin Bieber),2017-04-17,es
spotify:track:7G46zumjrtpzV138vMfDb1,Weihnachtsbäckerei,Nimo,2022-12-22,8634150,Weihnachtsbäckerei,Nimo,2022-12-23,de
spotify:track:4nqNgJp5TgbLsBffJj1IPX,LEYLA,NGEE,2024-03-21,8644084,LEYLA,NGEE,2022-12-16,de
spotify:track:4XtaGPxSYwu7L4iFldf3Sz,1000 GUTE MÄDCHEN,FOURTY,2022-12-15,8644080,1000 GUTE MÄDCHEN,FOURTY,2022-12-16,de
spotify:track:1eMUGMEWrvTXYWrPobq2dH,Heute Nacht,Maddix,2022-10-14,8448363,Heute Nacht,Maddix,2022-10-14,de
spotify:track:3WnBW96ByuZLYGUlAPtqUG,Sterne (feat. Bozza),Sido,2022-12-01,8404857,Sterne,Sido & Bozza,2022-12-02,de
spotify:track:57uSoeDMpTFn6Mu6ucXKmW,Rede mit mir (feat. Luciano),KALIM,2022-12-08,8613960,Rede mit mir,KALIM & Luciano,2022-12-09,de
spotify:track:6YinSWbergqokejEJqzdG8,Youngstar,Silva,2022-12-15,8644610,Youngstar,Silva (DEU),2022-12-16,de
spotify:track:1LYb6PIZO8jcGztOWI6ymM,Blaues Licht,Kraftklub,2022-09-22,8354870,Blaues Licht,Kraftklub,2022-09-21,de
spotify:track:7JA1uUtLhPQjRBAIR0GPfW,RHYTHM OF MY LIFE,Tream,2022-12-30,8687594,RHYTHM OF MY LIFE,Tream & ​treamiboii,2022-12-30,en
spotify:track:1ukq3qBP7zOokVa3nEc9bR,BIELEFELD,Summer Cem,2022-12-02,8593945,BIELEFELD,Summer Cem,2022-12-02,de
spotify:track:0j1whACQqbHlGzSZaUh6uR,Sternenstaub,RIN,2022-09-08,8349943,Sternenstaub,"RIN, Schmyt & Miksu / Macloud",2022-09-09,de
spotify:track:7dq9QIXx5eIz6w2MNzTan4,ALLEINE - SW43 L33 D1DO REMIX,Yung Hurn,2022-09-16,8385134,ALLEINE (SW43 L33 D1DO REMIX),Yung Hurn,2022-09-16,de
spotify:track:2J0r4Ekv7TYMgXakOtTjt7,Eigentlich,LEA,2022-07-15,8197908,Eigentlich,"LEA, 01099, Zachi & Gustav",2022-07-15,de
spotify:track:20on25jryn53hWghthWWW3,Do It To It,ACRAZE,2021-08-20,7339452,Do It To It,ACRAZE (Ft. Cherish),2021-08-20,en
spotify:track:0w7JPlp7eEQI2EKW3ayXrv,Drugs From Amsterdam,Mau P,2022-09-16,8324921,Drugs From Amsterdam,Mau P,2022-08-19,en
spotify:track:0h14I7cPYi1RZG6GmVpMso,Weg von mir,CIVO,2022-04-01,7643953,Weg von mir,CIVO,2022-01-28,de
spotify:track:08mqF80M4AvAF0pGbR2ETA,Mood - RAF Camora Remix,Makar,2022-10-07,8346864,Mood (RAF Camora Remix),Makar & RAF Camora,2022-10-07,de
spotify:track:2WRav3ckC3yjlMl4zRQVCb,Global,Kolja Goldstein,2023-04-20,8701251,Global,Kolja Goldstein,2023-01-05,de
spotify:track:1GfBLbAhZUWdseuDqhocmn,Rumble,Skrillex,2023-01-04,8179333,Rumble,"Skrillex, Fred again.. & Flowdan",2023-01-04,en
spotify:track:54UzTpjETcayBbZIqeXS2C,2000 EURO,Jamule,2022-11-24,8459835,2000 EURO,Jamule & FOURTY,2022-10-28,de
spotify:track:0B0v5aiSz7yrphMgTZFLDq,Ricordi,Pinguini Tattici Nucleari,2022-12-02,8396643,Ricordi,Pinguini Tattici Nucleari,2022-09-23,it
spotify:track:58ePbnPGFlX1gBblI23RiG,Giovani Wannabe,Pinguini Tattici Nucleari,2022-12-02,8015625,Giovani Wannabe,Pinguini Tattici Nucleari,2022-05-27,it
spotify:track:2Nr4PguvvtFORJfUWNrBRD,Lamette (feat. Salmo),Rose Villain,2023-01-11,8661218,Lamette,Rose Villain (Ft. Salmo),2023-01-11,it
spotify:track:1ByXH43YVIsKgKn9i47dFH,Hikikomori,Pinguini Tattici Nucleari,2022-12-02,8601363,Hikikomori,Pinguini Tattici Nucleari,2022-12-02,it
spotify:track:1CGMJZj8kKIuK9kkO2TT7c,Michelle Pfeiffer (feat. Tony Effe),Rose Villain,2022-05-13,7993250,Michelle Pfeiffer,Rose Villain (Ft. Tony Effe),2022-05-13,it
spotify:track:2HYb7h6j7uQEqPZRylzGI6,NIENTE DI SPECIALE,Geolier,2023-01-06,8681915,NIENTE DI SPECIALE,Geolier,2023-01-06,en
spotify:track:5hGjnVZzA563cMLHy22keP,BlaBlaBla,MamboLosco,2022-02-18,7487079,BlaBlaBla,MamboLosco,2022-02-18,it
spotify:track:1gDIOwzsiVpTkMF7DR4DMs,Hold On,Pinguini Tattici Nucleari,2022-12-02,8601361,Hold On,Pinguini Tattici Nucleari,2022-12-02,it
spotify:track:6VkiRPW2a93kVXdSt68ha8,Zen,Pinguini Tattici Nucleari,2022-12-02,8599606,Zen,Pinguini Tattici Nucleari,2022-12-02,it
spotify:track:0n32mCnrb1tHlzMxGkIHr6,Soffocare,Medy,2023-01-13,8681864,Soffocare,Medy,2023-01-13,it
spotify:track:1pz0bN7LWZZLTx5odixW7a,SUI MURI,PSICOLOGI,2022-04-28,7466377,SUI MURI,PSICOLOGI,2021-12-10,it
spotify:track:6sCcJIxOPP7GIKFGzDnYDu,TOP BOY ⨳ (con GEOLIER),MACE,2021-06-17,6433459,TOP BOY ⨳,MACE (Ft. Geolier),2021-02-05,en
spotify:track:2clYcBeYWluQirjrVUIwO0,28 Palline,Medy,2023-01-13,8681866,28 Palline,Medy,2023-01-13,it
spotify:track:2jLW0YomEl9zIal6P7QPpc,SNAP - Italian,Rosa Linn,2022-09-30,8196294,SNAP (Italian Version),Rosa Linn (Ft. ALFA),2022-09-30,en
spotify:track:11xSNPqHx56g6C474UBaUo,Non è Easy,Shiva,2022-11-25,7991571,Non è Easy,Shiva,2022-05-12,it
spotify:track:5Sw2MO9CFQsk27WQENtZKD,Forse,Pinguini Tattici Nucleari,2022-12-02,8602204,Forse,Pinguini Tattici Nucleari,2022-12-02,it
spotify:track:4tnNQ9nSgMCj0xjE2Q4spX,Cicatrici (feat. Tedua),Shiva,2022-11-25,8581015,Cicatrici,Shiva (Ft. Tedua),2022-11-25,it
spotify:track:2t6IxTASaSFkZEt61tQ6W6,PLAYA DEL INGLÉS,Quevedo,2022-12-15,8638073,Playa Del Inglés,Quevedo & Myke Towers,2022-12-15,es
spotify:track:0oBtwScT4B4BR5kZitNWd5,PUNTO G,Quevedo,2022-11-04,7947302,Punto G,Quevedo,2022-11-04,es
spotify:track:1Y62KpDaP5MEL43ZcI6IaG,SIN SEÑAL,Quevedo,2022-07-22,8219911,Sin Señal,Quevedo & Ovy On The Drums,2022-07-22,es
spotify:track:7iwJOi3hlMqZt6pj1sQOBj,VISTA AL MAR,Quevedo,2022-09-09,8357473,Vista Al Mar,Quevedo,2022-09-08,es
spotify:track:6rhoHqkLCTuAKkXVmoIFGk,Brixton,Midas Alonso,2023-01-02,8686133,Brixton,Midas Alonso,2022-12-27,es
spotify:track:4F4bzCA8RWoyKQDfeFGolM,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,2022-04-25,7211763,"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap & Paulo Londra,2022-04-25,es
spotify:track:0tvrucEjmw7aNS9qBSHO4l,Location,Alejo,2022-05-27,8043173,Location,Alejo & Caleb Calloway,2022-05-27,es
spotify:track:5DKTM173OW6XpokjPqfMae,BLACKOUT,Mora,2022-12-29,8682833,BLACKOUT,Mora,2022-12-29,es
spotify:track:3ilZY9fbri982eVkRywGrK,Quien Va a Frontiar,Ozuna,2023-01-12,8681598,Quien Va a Frontiar,Ozuna & YOVNGCHIMI,2023-01-12,es
spotify:track:39yyHtQ4tkjZzd8TfIBKQw,"Morad: Bzrp Music Sessions, Vol. 47",Bizarrap,2021-12-08,7159181,"Morad: Bzrp Music Sessions, Vol. 47",Bizarrap & Morad,2021-12-08,es
spotify:track:4yWFdN9K3CgzPfMltDZ8Cj,CORAZÓN SIN VIDA,Aitana,2020-12-10,6009939,Corazón Sin Vida,Aitana & Sebastián Yatra,2020-10-02,es
spotify:track:5S4aEL1BMsgLvCSt4BijHd,SIRI,Romeo Santos,2022-09-01,8324986,SIRI,Romeo Santos (Ft. Chris Lebron),2022-09-01,es
spotify:track:55MyuCnmrRjWAqFt1Cgkmx,Observador,Beny Jr,2022-12-30,8681838,Observador,Beny Jr,2022-12-30,es
spotify:track:0j3ULEzS14shcTGdiYwsOI,Pegao,Camilo,2022-09-06,7987145,Pegao,Camilo,2022-05-19,es
spotify:track:5CzixCxDkRXX9mScCmah8O,Un Ratito,Bad Bunny,2022-05-06,7927935,Un Ratito,Bad Bunny,2022-05-06,es
spotify:track:4dLIAE3xbJLoiIBbKkZWJk,Ojalá,The Rudeboyz,2022-10-20,8484184,Ojalá,The Rudeboyz (Ft. Adam Levine & Maluma),2022-10-20,es
spotify:track:0Dl34Kegtc0y0m0oPhQfiI,LA NENA DE ARGENTINA,Maria Becerra,2022-12-08,8616605,LA NENA DE ARGENTINA,Maria Becerra,2022-12-08,es
spotify:track:0kTMK4gNFfLXaTb62w1UaJ,BABY OTAKU,Pablito Pesadilla,2022-08-18,8296605,BABY OTAKU,"Pablito Pesadilla, Polimá Westcoast & Nickoog Clk (Ft. Fran C)",2022-08-18,es
spotify:track:1O9FJyTicBMSqIv0RLRy4i,A Veces (feat. Feid),Paulo Londra,2022-11-23,8517909,A Veces,Paulo Londra & Feid,2022-11-03,es
spotify:track:54tOFoIdt8qXgIzlPpXtVF,Como Panas,Bryant Myers,2020-10-30,5174100,Como Panas,Bryant Myers,2020-02-14,es
spotify:track:2SQ6lPsxLz1Kx3r6PPAllM,Tú y yo,Beret,2022-11-11,8113680,Tú y yo,Beret & Omar Montes,2022-06-17,es
spotify:track:1Ame8XTX6QHY0l0ahqUhgv,THE LONELIEST,Måneskin,2022-10-07,8408584,THE LONELIEST,Måneskin,2022-10-07,en
spotify:track:7sA2SKTo1QbTSSYn5YvJC4,Sharks,Imagine Dragons,2022-07-01,8063711,Sharks,Imagine Dragons,2022-06-24,en
spotify:track:3LbYXe4nxvgTYofXbceuXs,QLNT,menace Santana,2019-12-20,7137816,QLNT,​menace Santana,2019-12-20,fr
spotify:track:08Wp4lUKmtyAgX6w9KhTeM,Poupée Russe,Lujipeka,2021-11-05,3839554,Poupée russe,Lujipeka,2021-07-15,fr
spotify:track:1hajKsxwR7PsEC3YH6KO1L,SAOULÉ,La Fève,2021-12-17,7497285,SAOULÉ,La Fève,2021-12-17,fr
spotify:track:7AS57sFNv9T45jGG3xW6vR,Benefice,Smeels,2021-04-16,6711650,Benefice,Smeels,2021-04-16,fr
spotify:track:49wY7WK8NhEPzIYC63GmtI,Même valeurs,Zkr,2021-01-08,6257309,Mêmes valeurs,Zkr,2021-01-08,fr
spotify:track:2xG9MTahbJg4AUoJNbtTio,Mardi gras,Maes,2021-12-22,7399545,Mardi gras,Maes (Ft. Tiakola & Zed),2021-11-26,en
spotify:track:4ltIC9411rSdynRgkc1jb3,Sweety,Pirate,2020-04-17,6157368,Sweety,Pirate,2020-04-17,fr
spotify:track:2GCo6tiqduhpuaY0qL7Hl1,Bang Bang Bang,Kofs,2023-01-06,8700854,Bang Bang Bang,Kofs (Ft. Lacrim),2023-01-06,fr
spotify:track:3ZWw9cswGcI33ckwAje8zC,G.A.G,DTF,2023-01-12,8722369,G.A.G,DTF,2023-01-12,fr
spotify:track:3q2DNvmHfx7RFBSHfaVLoW,Jacque*** Bag,SDM,2022-12-02,8564669,Jacque*** Bag,SDM,2022-12-02,fr
spotify:track:7pwZfpJJBiWdS6k1uCp968,Changement de propriétaire - A COLORS SHOW,Sadek,2023-01-12,8721450,Changement de propriétaire - A COLORS SHOW,Sadek,2023-01-12,fr
spotify:track:6CyIkPh5mRkJg7T5xXynQ8,Gasolina (feat. Ninho),Hornet La Frappe,2021-08-27,7062070,Gasolina,Hornet La Frappe (Ft. Ninho),2021-08-27,fr
spotify:track:63WuQOXohQIxOxIFA2K7bR,SUPERMODEL,Måneskin,2022-05-13,7968180,SUPERMODEL,Måneskin,2022-05-13,en
spotify:track:3iys0VNbv5QGm6HzlxwBlh,Royal,Benab,2023-01-13,8718311,Royal,Benab,2023-01-13,fr
spotify:track:39u64b5XPIpyHn2CP1PJq4,CARTIER PANTHÈRE,Zola,2022-12-16,8643901,CARTIER PANTHÈRE,Zola,2022-12-16,fr
spotify:track:3cYf24Pf7oqX9XOHHrWy38,Silence,Damso,2018-06-15,3756037,Silence,Damso (Ft. Angèle),2018-06-15,fr
